emp_no,last_name,gender,salary,to_date
486561,Sommen,M,56077,9999-01-01
486509,Mayerwieser,M,41164,9999-01-01
486512,Casley,M,51878,9999-01-01
486516,Kitsuregawa,M,67746,9999-01-01
486518,Pashtan,M,40000,9999-01-01
486519,Setiz,F,44371,9999-01-01
486562,Angelopoulos,F,52520,9999-01-01
486522,Rahimi,M,40000,9999-01-01
486568,Pappas,M,57499,9999-01-01
486531,Siepmann,M,40000,9999-01-01
486537,Orlowska,M,66692,9999-01-01
486540,Matzke,F,41955,9999-01-01
486586,Muchinsky,M,40000,9999-01-01
486602,Fabrizio,F,40000,9999-01-01
486620,Pluym,F,58825,9999-01-01
486726,Aamodt,M,55806,9999-01-01
486734,Lukaszewicz,M,40000,9999-01-01
486735,Rotem,M,108053,9999-01-01
486630,Mateescu,M,54852,9999-01-01
486738,Dulay,M,53359,9999-01-01
486740,Cronin,M,41910,9999-01-01
486752,Scharstein,M,87133,9999-01-01
486753,Hitomi,F,79458,9999-01-01
486631,Szmurlo,F,50725,9999-01-01
486639,Kolvik,M,61501,9999-01-01
486775,Yetim,F,40000,9999-01-01
486776,Kawashima,M,40000,9999-01-01
486651,Bennet,M,40000,9999-01-01
486784,Verhaegen,M,62228,9999-01-01
486793,Keustermans,M,43098,9999-01-01
486658,Pfau,F,41690,9999-01-01
486809,Schmittgen,M,79618,9999-01-01
486662,Brookner,M,82108,9999-01-01
486820,Velardi,F,63914,9999-01-01
486674,Luke,M,40000,9999-01-01
486826,Erdi,F,40000,9999-01-01
486828,Molenkamp,F,40000,9999-01-01
486831,Quadeer,M,58964,9999-01-01
486836,Klerer,M,72769,9999-01-01
486679,Kavvadias,M,40000,9999-01-01
486840,Picht,F,40000,9999-01-01
486681,Velasco,F,40000,9999-01-01
486687,Marciano,M,41980,9999-01-01
486863,Polupanov,M,40000,9999-01-01
486690,Bahk,F,40000,9999-01-01
486693,Delaune,M,40689,9999-01-01
486876,Vecchi,F,40000,9999-01-01
486879,Ligten,F,55040,9999-01-01
486703,Lorcy,M,55039,9999-01-01
486883,Deyuan,M,40000,9999-01-01
486887,Herber,F,52034,9999-01-01
486888,Veeraraghavan,F,74617,9999-01-01
486894,Constantine,F,68337,9999-01-01
486720,Kumaresan,M,41944,9999-01-01
487098,Poujol,M,48429,9999-01-01
487108,Brendel,M,41604,9999-01-01
486925,Hatcliff,M,44066,9999-01-01
486931,Bernini,F,48923,9999-01-01
487121,Litecky,M,42862,9999-01-01
486946,Chleq,M,48481,9999-01-01
487128,Samarati,M,57015,9999-01-01
486952,Gimarc,M,40000,9999-01-01
486965,Gornas,M,42154,9999-01-01
487130,Roison,F,40000,9999-01-01
486966,Monkewich,M,40000,9999-01-01
486967,Kalloufi,M,60024,9999-01-01
486969,Picci,F,43201,9999-01-01
487149,Suppi,M,40000,9999-01-01
486974,Fontan,F,40000,9999-01-01
486977,Baik,M,40000,9999-01-01
487151,Engelmann,M,40000,9999-01-01
487152,Stamatiou,M,73795,9999-01-01
487005,Carrere,M,60393,9999-01-01
487163,Walstra,M,51801,9999-01-01
487014,Schiper,F,66183,9999-01-01
487169,Naumovich,M,40000,9999-01-01
487182,Kalefeld,F,59129,9999-01-01
487220,Hiraishi,F,62102,9999-01-01
487054,Gire,M,40000,9999-01-01
487058,Brender,M,41841,9999-01-01
487071,Klyachko,M,76046,9999-01-01
487075,Alvarado,M,66828,9999-01-01
487078,Seiwald,F,63507,9999-01-01
487090,Oxenboll,M,40000,9999-01-01
487227,Delgrande,F,40000,9999-01-01
487231,Wendorf,M,42871,9999-01-01
487250,Gecsei,M,55031,9999-01-01
487258,Kroll,F,79457,9999-01-01
487259,Klerer,F,66629,9999-01-01
487282,Beeson,F,40777,9999-01-01
487260,Nyrup,F,72007,9999-01-01
487285,Minakawa,M,72097,9999-01-01
487286,Copas,F,53014,9999-01-01
487265,Sidhu,F,40000,9999-01-01
487294,Zirintsis,F,46411,9999-01-01
487268,Asmuth,M,60419,9999-01-01
487272,Nourani,M,75126,9999-01-01
487313,Tramer,F,47883,9999-01-01
487276,Kowalchuk,M,54181,9999-01-01
487320,Nilsson,F,40000,9999-01-01
487280,Hitomi,M,40000,9999-01-01
487478,Weisert,M,40000,9999-01-01
487350,Axelband,M,40000,9999-01-01
487358,Katalagarianos,M,77639,9999-01-01
487359,Horswill,F,62130,9999-01-01
487482,McAlpine,M,40000,9999-01-01
487372,Rosay,M,81607,9999-01-01
487373,Huxford,F,40000,9999-01-01
487374,Swiss,M,44550,9999-01-01
487495,Shobatake,M,60621,9999-01-01
487384,Nourani,F,50213,9999-01-01
487385,Felcyn,M,40000,9999-01-01
487393,Hebert,M,107109,9999-01-01
487496,Zaccaria,M,40000,9999-01-01
487397,Farrag,M,54453,9999-01-01
487502,Peris,F,40000,9999-01-01
487405,Krychniak,F,40000,9999-01-01
487503,Maraist,F,40000,9999-01-01
487508,Roohalamini,M,52026,9999-01-01
487422,Maksimenko,F,81540,9999-01-01
487522,Kemmerer,M,68180,9999-01-01
487437,Rajcani,M,52809,9999-01-01
487442,Dredge,F,40000,9999-01-01
487444,Uehara,M,48783,9999-01-01
487462,Bierbaum,M,40000,9999-01-01
487651,Cooke,M,40000,9999-01-01
487659,Fadgyas,F,60485,9999-01-01
487663,Brizzi,F,53162,9999-01-01
487667,Cannard,M,40000,9999-01-01
487677,Kilgour,M,41772,9999-01-01
487684,Rahier,M,40000,9999-01-01
487686,Munoz,M,64912,9999-01-01
487692,Ozeki,F,48600,9999-01-01
487697,Marciano,M,58594,9999-01-01
487703,Sewelson,F,50080,9999-01-01
487709,Vasanthakumar,F,55406,9999-01-01
487525,Buescher,M,73981,9999-01-01
487732,Iisaku,M,40069,9999-01-01
487529,Jiang,M,45898,9999-01-01
487743,Kavvadias,F,98960,9999-01-01
487538,Douceur,M,78135,9999-01-01
487749,Comte,M,59116,9999-01-01
487758,Wendorf,M,40000,9999-01-01
487543,Menhoudj,M,65120,9999-01-01
487567,Rahimi,M,40000,9999-01-01
487775,Bennis,M,40000,9999-01-01
487789,Bellone,F,40000,9999-01-01
487790,Fontan,M,40000,9999-01-01
487792,Suessmith,M,52433,9999-01-01
487577,Bottner,F,40000,9999-01-01
487801,Ferriere,M,40000,9999-01-01
487804,Honglei,M,46325,9999-01-01
487579,Maksimenko,M,45923,9999-01-01
487580,Gerteisen,M,40000,9999-01-01
487815,Pollacia,F,50228,9999-01-01
487582,Katalagarianos,F,40000,9999-01-01
487825,Kropatsch,F,45060,9999-01-01
487599,Plavsic,F,40598,9999-01-01
487831,Lemarechal,M,46922,9999-01-01
487601,Emiris,F,40000,9999-01-01
487611,Sethi,F,42632,9999-01-01
487617,Hainaut,M,66691,9999-01-01
487633,Zweizig,F,46182,9999-01-01
487849,Perna,F,47070,9999-01-01
487869,Guenter,F,62283,9999-01-01
487640,Vecchi,M,40000,9999-01-01
487871,Panwar,M,52215,9999-01-01
487649,Kornatzky,M,40000,9999-01-01
487884,Kawashima,F,40000,9999-01-01
487894,Highland,M,58919,9999-01-01
488039,Molenaar,M,59967,9999-01-01
487904,Ciolek,F,63153,9999-01-01
487941,Mahmud,F,46483,9999-01-01
488041,Maccarone,M,72486,9999-01-01
488053,Maraist,F,40000,9999-01-01
487974,Smailagic,M,40000,9999-01-01
488057,Schonegge,M,40501,9999-01-01
487986,Geffroy,M,86827,9999-01-01
488068,Sabnani,F,93207,9999-01-01
488074,Genther,F,48108,9999-01-01
488018,Zweizig,M,75933,9999-01-01
488077,Huxford,M,64398,9999-01-01
488104,Furedi,F,55436,9999-01-01
488114,DuBourdieux,M,40000,9999-01-01
488209,Gulla,M,40000,9999-01-01
488220,Ouhyoung,M,74993,9999-01-01
488222,Kleiser,M,70936,9999-01-01
488121,Schneeberger,M,40000,9999-01-01
488131,Rosch,F,58266,9999-01-01
488246,Honglei,M,55098,9999-01-01
488249,Ciolek,M,50257,9999-01-01
488141,Hambrick,M,69816,9999-01-01
488255,Passafiume,M,56992,9999-01-01
488263,Lamparter,M,66742,9999-01-01
488145,Kavanagh,F,40000,9999-01-01
488271,Rahier,M,40646,9999-01-01
488275,Woycyznski,M,76227,9999-01-01
488149,Krichel,M,65572,9999-01-01
488279,Rohrbach,F,103444,9999-01-01
488164,Bahk,M,40000,9999-01-01
488301,Matzen,M,54082,9999-01-01
488168,Kenevan,M,40000,9999-01-01
488180,Arlazarov,M,41690,9999-01-01
488327,Lemarechal,M,40000,9999-01-01
488183,Hiroyama,M,40000,9999-01-01
488334,Picci,M,40000,9999-01-01
488185,Hanratty,M,71484,9999-01-01
488335,Giaccio,F,40012,9999-01-01
488336,Fraisse,M,67727,9999-01-01
488338,Pietracaprina,M,44988,9999-01-01
488339,Yeung,M,47476,9999-01-01
488189,Serra,M,46774,9999-01-01
488191,Stassinopoulos,F,40000,9999-01-01
488192,Tiemann,M,46056,9999-01-01
488360,Fioravanti,M,80839,9999-01-01
488400,Gulla,F,75929,9999-01-01
488364,Murillo,F,46255,9999-01-01
488407,Codenie,M,50739,9999-01-01
488413,Calkin,F,40000,9999-01-01
488436,Azuma,M,40000,9999-01-01
488579,Hagimont,M,40000,9999-01-01
488580,Kieras,M,41656,9999-01-01
488442,Wynblatt,M,59977,9999-01-01
488593,Katalagarianos,F,44739,9999-01-01
488456,Vesna,F,64753,9999-01-01
488460,Borstler,F,40000,9999-01-01
488627,Barvinok,M,43377,9999-01-01
488630,Muhling,M,55267,9999-01-01
488631,Noriega,M,56560,9999-01-01
488474,Hainaut,F,65543,9999-01-01
488637,Shiratori,M,76622,9999-01-01
488651,Werthner,M,53474,9999-01-01
488477,Matzel,M,40000,9999-01-01
488661,Verhaegen,F,63544,9999-01-01
488478,Candan,M,42286,9999-01-01
488667,Basagni,F,47281,9999-01-01
488500,Rabehasaina,M,47499,9999-01-01
488674,Ressouche,M,52898,9999-01-01
488677,Bruckman,M,41254,9999-01-01
488682,Badache,M,56702,9999-01-01
488691,Bolsens,M,56971,9999-01-01
488525,Zolotykh,M,68668,9999-01-01
488705,Chenoweth,M,45327,9999-01-01
488721,Selvestrel,F,40000,9999-01-01
488726,Welham,M,53794,9999-01-01
488530,Vuskovic,F,66820,9999-01-01
488741,Lunt,F,81424,9999-01-01
488541,Luck,M,64090,9999-01-01
488746,Chandrasekhar,M,40000,9999-01-01
488751,Uludag,M,40000,9999-01-01
488756,Luke,F,53426,9999-01-01
488545,Condotta,F,40000,9999-01-01
488566,Murtha,M,40000,9999-01-01
488963,Weisert,M,45256,9999-01-01
488767,Adachi,M,40000,9999-01-01
488776,Schmiedel,M,40000,9999-01-01
488794,Serdy,M,79213,9999-01-01
488806,Ranon,M,40000,9999-01-01
488969,Benzmuller,F,68512,9999-01-01
488813,Gelosh,F,56911,9999-01-01
488818,Tchuente,M,40000,9999-01-01
488980,Reeker,F,40000,9999-01-01
488988,Puppe,M,78940,9999-01-01
488848,Poehlman,M,43992,9999-01-01
488995,Morris,M,42922,9999-01-01
488857,Garrabrants,F,40000,9999-01-01
488859,McFarlin,M,50737,9999-01-01
488998,Hennings,M,69093,9999-01-01
489005,Onuegbe,M,40000,9999-01-01
488877,Baca,F,64268,9999-01-01
488881,Puppo,M,40000,9999-01-01
488882,Khalil,M,48769,9999-01-01
489010,Skrikant,F,40000,9999-01-01
488887,Iwayama,F,40000,9999-01-01
488894,Champarnaud,M,72358,9999-01-01
488907,Kitai,F,40000,9999-01-01
488910,Slutz,F,54137,9999-01-01
488928,Bazelow,M,58425,9999-01-01
488940,Beutelspacher,M,57929,9999-01-01
488941,Zeidenstein,F,46812,9999-01-01
489151,Hoogerwoord,F,49644,9999-01-01
489015,Benzmuller,F,66500,9999-01-01
489040,Lueh,M,40000,9999-01-01
489205,Cunliffe,M,40000,9999-01-01
489050,Pramanik,F,63457,9999-01-01
489215,Ritcey,F,40000,9999-01-01
489221,Remmers,F,40000,9999-01-01
489054,Giveon,F,73428,9999-01-01
489060,Sevcikova,F,40000,9999-01-01
489243,Lores,M,40000,9999-01-01
489245,Steenbeek,M,57847,9999-01-01
489063,Penn,M,47007,9999-01-01
489257,Rissanen,F,66291,9999-01-01
489088,Perz,F,40000,9999-01-01
489269,Fontan,M,40000,9999-01-01
489280,Fraisse,M,54746,9999-01-01
489117,Gustavson,F,40000,9999-01-01
489124,Uhrig,M,40000,9999-01-01
489126,Macedo,M,40000,9999-01-01
489128,Gluchowski,F,53605,9999-01-01
489130,Ligten,F,57149,9999-01-01
489318,Stellhorn,F,50867,9999-01-01
489504,Kriebel,M,63259,9999-01-01
489321,Curless,F,79920,9999-01-01
489325,Furudate,M,40103,9999-01-01
489340,Setlzner,M,67970,9999-01-01
489341,Schmezko,F,40000,9999-01-01
489516,Erbe,F,40000,9999-01-01
489349,Schapire,M,75443,9999-01-01
489350,Belinskaya,M,40000,9999-01-01
489352,Coors,F,53614,9999-01-01
489518,Dulay,F,49548,9999-01-01
489365,Validov,M,58626,9999-01-01
489367,Weiland,M,46673,9999-01-01
489368,Parascandalo,M,55080,9999-01-01
489370,Beausoleil,M,47197,9999-01-01
489523,Sessa,F,40000,9999-01-01
489528,Henseler,F,49044,9999-01-01
489381,VanScheik,M,44966,9999-01-01
489389,Bonifati,F,43702,9999-01-01
489536,Parveen,M,58657,9999-01-01
489560,Vesel,M,40000,9999-01-01
489405,Heuter,M,65895,9999-01-01
489410,Ratnakar,F,66310,9999-01-01
489565,Brodal,F,40000,9999-01-01
489581,Shiratori,F,56167,9999-01-01
489437,Chelton,M,40000,9999-01-01
489440,Jonsson,M,58379,9999-01-01
489452,Sethi,F,62442,9999-01-01
489582,Ozeki,M,52015,9999-01-01
489464,Chepyzhov,M,51998,9999-01-01
489595,Gomatam,M,40000,9999-01-01
489466,Gurbaxani,F,40000,9999-01-01
489467,Hofman,F,50856,9999-01-01
489471,Jeong,F,40000,9999-01-01
489618,Gadepally,M,40000,9999-01-01
489499,Nicolson,F,86786,9999-01-01
489500,Bridgland,F,52460,9999-01-01
489622,Malinowski,F,69322,9999-01-01
489626,Hennings,M,40000,9999-01-01
489638,Socorro,F,77806,9999-01-01
489663,Koblick,F,60875,9999-01-01
489688,Fadgyas,M,76911,9999-01-01
489692,Farrar,M,40000,9999-01-01
489702,Noriega,F,47203,9999-01-01
489669,Businaro,M,40000,9999-01-01
489674,Tramer,M,40000,9999-01-01
489734,Staylopatis,M,68562,9999-01-01
489677,Gill,M,40000,9999-01-01
489680,Ratzlaff,F,40000,9999-01-01
489751,Feldmann,M,46731,9999-01-01
489880,Pearson,M,76897,9999-01-01
489758,Hempstead,M,60459,9999-01-01
489759,Pell,M,48597,9999-01-01
489782,Schnabel,F,60818,9999-01-01
489885,Guting,M,42590,9999-01-01
489888,Jumpertz,F,40227,9999-01-01
489801,Lichtner,F,40000,9999-01-01
489805,Cools,F,42920,9999-01-01
489889,Pillow,M,52387,9999-01-01
489890,Hebert,F,54681,9999-01-01
489893,Niizuma,F,40000,9999-01-01
489823,Bugrara,M,49719,9999-01-01
489901,Schaad,M,61356,9999-01-01
489835,Fortenbacher,M,40000,9999-01-01
489909,Kampfer,M,40000,9999-01-01
489858,Iisaku,M,40000,9999-01-01
489916,Munoz,F,40000,9999-01-01
489860,Verhoeff,M,71443,9999-01-01
489862,Kornatzky,M,70230,9999-01-01
489953,Collavizza,M,40000,9999-01-01
489969,Shimshoni,M,59385,9999-01-01
489972,Selenyi,M,40000,9999-01-01
490071,Comte,M,75526,9999-01-01
489983,Zuberek,F,48264,9999-01-01
489985,Mandelberg,M,40000,9999-01-01
490100,Bressoud,M,49202,9999-01-01
489986,Impagliazzo,M,53633,9999-01-01
490102,Gulik,M,46494,9999-01-01
490104,Lowrie,M,78732,9999-01-01
489988,Henders,F,93234,9999-01-01
490109,Serre,F,59552,9999-01-01
489993,Pena,M,46490,9999-01-01
490003,Escriba,M,56818,9999-01-01
490127,Tokunaga,M,44044,9999-01-01
490010,Ranft,F,53823,9999-01-01
490140,Pramanik,M,49709,9999-01-01
490141,Danlos,F,71378,9999-01-01
490149,Zhang,F,73163,9999-01-01
490017,Percebois,M,40000,9999-01-01
490164,Mandell,F,41552,9999-01-01
490165,Brobst,F,58416,9999-01-01
490037,Varman,F,60862,9999-01-01
490168,Delgrange,M,51790,9999-01-01
490181,Chelton,M,63620,9999-01-01
490182,Tetzlaff,M,103779,9999-01-01
490183,Hegner,M,43217,9999-01-01
490041,Heuter,M,40000,9999-01-01
490195,Schurmann,M,63517,9999-01-01
490042,Syrotiuk,F,40000,9999-01-01
490204,Waymire,F,62220,9999-01-01
490044,Ginneken,F,55847,9999-01-01
490242,Jeansoulin,M,60509,9999-01-01
490214,Thimonier,F,60257,9999-01-01
490215,Bennis,M,65720,9999-01-01
490218,Famili,F,50677,9999-01-01
490225,Velasco,M,40000,9999-01-01
490226,Syang,M,63930,9999-01-01
490231,Siochi,F,58187,9999-01-01
490249,Riefers,M,40000,9999-01-01
490250,Baez,F,68291,9999-01-01
490251,Zweizig,M,90127,9999-01-01
490264,Meriste,M,56640,9999-01-01
490429,Kieras,M,40000,9999-01-01
490268,Menhardt,M,40000,9999-01-01
490438,Azadmanesh,F,56311,9999-01-01
490269,Schaar,M,40000,9999-01-01
490273,Luby,F,40000,9999-01-01
490452,Muniz,F,40000,9999-01-01
490453,Baik,M,40000,9999-01-01
490276,Hutton,M,52180,9999-01-01
490462,Fraisse,M,40000,9999-01-01
490281,Crabtree,F,52667,9999-01-01
490467,Schwartzburd,F,40000,9999-01-01
490468,Vidal,M,66375,9999-01-01
490474,Suppi,M,60008,9999-01-01
490287,Itzigehl,M,44571,9999-01-01
490476,Matteis,M,47114,9999-01-01
490297,DuCasse,M,40000,9999-01-01
490487,Reistad,F,40000,9999-01-01
490494,Molberg,M,44681,9999-01-01
490510,Riefers,M,40000,9999-01-01
490518,Serna,M,40000,9999-01-01
490522,Rossi,F,80419,9999-01-01
490552,Backhouse,F,43804,9999-01-01
490572,Rullman,M,40328,9999-01-01
490581,Ghemri,M,83610,9999-01-01
490582,Lanteri,M,50840,9999-01-01
490588,Acton,M,40000,9999-01-01
490594,Bugaenko,M,56728,9999-01-01
490611,Chinin,M,60588,9999-01-01
490614,Norsworthy,M,64722,9999-01-01
490616,Stifter,F,49803,9999-01-01
490617,Lampe,M,43076,9999-01-01
490619,Orsini,F,54632,9999-01-01
490630,Lenart,M,72586,9999-01-01
490640,Puoti,M,53085,9999-01-01
490643,Zongker,F,64673,9999-01-01
490652,Gronowski,F,40000,9999-01-01
490653,Zwicker,M,40000,9999-01-01
490660,Haddadi,M,77509,9999-01-01
490678,Griswold,M,40000,9999-01-01
490689,Leppanen,F,70234,9999-01-01
490698,Furudate,M,85410,9999-01-01
490703,Bolotov,M,60267,9999-01-01
490713,Strandh,F,68478,9999-01-01
490717,Schnelling,M,43658,9999-01-01
490724,Tsukune,F,40000,9999-01-01
490725,Schiper,M,56273,9999-01-01
490730,Chimia,M,59433,9999-01-01
490740,Haraldson,M,68264,9999-01-01
490750,Foong,F,40000,9999-01-01
490761,Chachaty,M,46194,9999-01-01
490763,Laurillard,F,62497,9999-01-01
490770,Schiper,M,48241,9999-01-01
490777,Ritzmann,M,40000,9999-01-01
490786,Zizka,F,40000,9999-01-01
490799,Polajnar,M,42509,9999-01-01
490820,Simmen,F,40000,9999-01-01
490310,Camarinopoulos,M,51623,9999-01-01
490850,Karunanithi,F,50952,9999-01-01
490857,Hammerschmidt,F,40000,9999-01-01
490858,Poujol,M,40000,9999-01-01
490331,Peris,F,40000,9999-01-01
490875,Peyn,F,77073,9999-01-01
490888,Gargeya,M,47995,9999-01-01
490890,Conry,M,40000,9999-01-01
490337,Clemencon,M,40000,9999-01-01
490338,Bernardeschi,M,63787,9999-01-01
490344,Horswill,M,40000,9999-01-01
490345,Coullard,M,46768,9999-01-01
490381,Tanemo,M,40000,9999-01-01
490929,Byoun,F,55175,9999-01-01
490930,Godskesen,F,89194,9999-01-01
490942,Restivo,M,40000,9999-01-01
490945,Schiettecatte,F,40000,9999-01-01
490387,Haddadi,F,42916,9999-01-01
490966,Limongiello,M,43233,9999-01-01
490967,Rahier,F,40000,9999-01-01
490397,Heuter,F,73357,9999-01-01
490979,Heping,M,40000,9999-01-01
490398,Ozeri,F,45094,9999-01-01
490406,Rubsam,M,71789,9999-01-01
490408,Khamsi,M,53717,9999-01-01
490410,Uehara,M,47817,9999-01-01
490420,Heuser,F,40000,9999-01-01
491172,Lindenbaum,F,40000,9999-01-01
490982,Feinberg,M,58206,9999-01-01
491003,Krichel,M,63629,9999-01-01
491005,Irland,M,50933,9999-01-01
491008,Koblick,F,40000,9999-01-01
491211,Milicic,M,40000,9999-01-01
491020,Chartres,F,40000,9999-01-01
491024,Pietracaprina,F,58286,9999-01-01
491025,Kroon,F,79835,9999-01-01
491028,Kaltofen,M,90179,9999-01-01
491035,Delgrande,M,40000,9999-01-01
491047,Rissanen,M,40000,9999-01-01
491212,Kleiser,M,57048,9999-01-01
491053,Armand,M,67763,9999-01-01
491058,Negoita,M,40611,9999-01-01
491213,Angot,M,67675,9999-01-01
491065,Huhdanpaa,M,40000,9999-01-01
491217,Makinen,F,54833,9999-01-01
491073,Denis,M,53284,9999-01-01
491074,Baar,F,67630,9999-01-01
491077,Ranze,F,52473,9999-01-01
491219,Gide,F,48068,9999-01-01
491222,Kemmerer,F,40000,9999-01-01
491099,Iacovou,M,97289,9999-01-01
491237,Bednarek,M,40000,9999-01-01
491117,Liedekerke,M,61258,9999-01-01
491251,Nishimukai,F,55897,9999-01-01
491128,Cappelletti,M,40000,9999-01-01
491130,Speek,F,43016,9999-01-01
491135,Morton,M,46400,9999-01-01
491150,Erdmenger,F,67453,9999-01-01
491253,Pfau,M,40000,9999-01-01
491153,Emmerich,F,46260,9999-01-01
491269,Egerstedt,M,60049,9999-01-01
491165,Zizka,M,40000,9999-01-01
491276,Uhrik,M,40000,9999-01-01
491278,Vesna,M,44310,9999-01-01
491279,Kranzdorf,M,40100,9999-01-01
491282,Thorensen,M,61929,9999-01-01
491287,Bodoff,F,48523,9999-01-01
491362,Falco,F,40000,9999-01-01
491289,Bahr,F,40000,9999-01-01
491303,Linares,M,43104,9999-01-01
491380,Linares,F,79287,9999-01-01
491391,Zolotykh,F,45473,9999-01-01
491399,Brender,M,61713,9999-01-01
491325,Ruemmler,F,40000,9999-01-01
491410,Percebois,M,65095,9999-01-01
491412,Pettit,F,58725,9999-01-01
491415,Nations,M,76426,9999-01-01
491426,Roccetti,F,71679,9999-01-01
491326,Welham,F,40000,9999-01-01
491433,Bodoff,F,40000,9999-01-01
491435,Codenie,F,60781,9999-01-01
491436,Vecchi,M,56012,9999-01-01
491330,Bernardinello,M,44013,9999-01-01
491442,Nitsch,M,40000,9999-01-01
491339,Lanzelotte,M,49408,9999-01-01
491458,Copas,M,40000,9999-01-01
491459,Gewali,F,72969,9999-01-01
491546,Denti,M,40000,9999-01-01
491465,Karner,F,53504,9999-01-01
491466,Rettelbach,M,64550,9999-01-01
491484,Oberman,M,58035,9999-01-01
491486,Antonisse,M,73745,9999-01-01
491489,Braccini,M,40000,9999-01-01
491496,Meszaros,M,40000,9999-01-01
491547,Matzat,M,89297,9999-01-01
491555,Tibblin,M,46244,9999-01-01
491516,Heiserman,F,51020,9999-01-01
491562,Denis,M,74026,9999-01-01
491533,Schlegelmilch,F,50358,9999-01-01
491570,Coney,M,40000,9999-01-01
491593,Herath,M,48230,9999-01-01
491594,Trachtenberg,M,40000,9999-01-01
491598,Bade,F,65835,9999-01-01
491599,Tibblin,F,40000,9999-01-01
491733,Swick,F,40000,9999-01-01
491606,Gaughan,M,40000,9999-01-01
491612,Horswill,F,54016,9999-01-01
491754,Rouquie,F,55858,9999-01-01
491620,Heuser,M,57250,9999-01-01
491767,Leslie,M,55222,9999-01-01
491622,Stiles,F,40000,9999-01-01
491629,Schapiro,M,81500,9999-01-01
491785,Peris,M,40000,9999-01-01
491789,Schnabel,M,40000,9999-01-01
491799,Peck,M,103529,9999-01-01
491805,Trumbly,M,40000,9999-01-01
491807,Tchuente,M,60821,9999-01-01
491813,Cronau,M,61892,9999-01-01
491816,Krider,M,40000,9999-01-01
491843,Kusalik,F,54229,9999-01-01
491847,Mitzlaff,F,65599,9999-01-01
491850,Lunt,M,69635,9999-01-01
491851,Braccini,M,61163,9999-01-01
491862,Gire,M,47000,9999-01-01
491892,Gruenwald,M,73423,9999-01-01
491909,Iisaka,M,68226,9999-01-01
491917,Coombs,F,64467,9999-01-01
491634,Pollacia,M,40000,9999-01-01
491636,Esposito,M,40000,9999-01-01
491942,Masamoto,M,40000,9999-01-01
491650,Gladwell,M,51071,9999-01-01
491943,Lovengreen,M,40000,9999-01-01
491945,Jervis,F,46287,9999-01-01
491949,Compeau,M,41570,9999-01-01
491958,Lorin,M,81905,9999-01-01
491659,Sidou,M,40000,9999-01-01
491965,Porotnikoff,M,63554,9999-01-01
491695,Madeira,F,40000,9999-01-01
491977,Scharstein,F,77882,9999-01-01
491978,Makinen,F,47072,9999-01-01
491987,Foong,F,48634,9999-01-01
492001,Birch,M,51797,9999-01-01
492013,Bugrara,F,44932,9999-01-01
491710,Khalil,F,48043,9999-01-01
492025,Frolund,M,48727,9999-01-01
492026,Callaway,M,77060,9999-01-01
492039,Vrecion,F,59540,9999-01-01
491719,Collette,F,77620,9999-01-01
492055,Baar,M,40000,9999-01-01
492058,Menyhert,F,68638,9999-01-01
492091,Coombs,F,48967,9999-01-01
492067,Eppinger,M,68483,9999-01-01
492107,Kitsuregawa,F,42171,9999-01-01
492118,Murthy,M,67461,9999-01-01
492119,Bennet,F,40000,9999-01-01
492152,Siprelle,M,50922,9999-01-01
492278,Delgrange,F,67897,9999-01-01
492297,Ciolek,F,59105,9999-01-01
492170,Ushiama,M,49221,9999-01-01
492303,Reistad,F,80867,9999-01-01
492323,Stanfel,M,96794,9999-01-01
492328,Tzvieli,F,43811,9999-01-01
492181,Turnbull,M,40000,9999-01-01
492331,Gustavson,M,40000,9999-01-01
492335,Thorensen,F,44995,9999-01-01
492337,Junet,F,81661,9999-01-01
492341,Menhardt,F,60790,9999-01-01
492184,Fetvedt,F,50336,9999-01-01
492190,Baig,F,40000,9999-01-01
492367,Pellegrinelli,M,60924,9999-01-01
492204,Ulupinar,M,47492,9999-01-01
492376,Pagter,F,40000,9999-01-01
492377,Pollacia,M,71410,9999-01-01
492383,Gadepally,M,56686,9999-01-01
492225,Neiman,M,49132,9999-01-01
492243,Chorvat,F,40000,9999-01-01
492419,Shanbhogue,M,40000,9999-01-01
492425,Kopetz,M,40000,9999-01-01
492428,Laventhal,M,73220,9999-01-01
492429,Pelz,M,64830,9999-01-01
492431,Verhaegen,M,79451,9999-01-01
492249,Kakkad,F,52702,9999-01-01
492448,Uchoa,F,49046,9999-01-01
492647,Madeira,M,87042,9999-01-01
492652,Heydon,M,66165,9999-01-01
492468,Fargier,M,52411,9999-01-01
492472,Peyn,F,49509,9999-01-01
492663,Harnett,F,55422,9999-01-01
492479,Salinas,M,55067,9999-01-01
492671,Docker,M,61694,9999-01-01
492493,Maliniak,M,40000,9999-01-01
492678,Pettis,M,67824,9999-01-01
492508,Eastman,M,51643,9999-01-01
492685,Ginesta,M,50753,9999-01-01
492694,Weedman,M,61838,9999-01-01
492533,Busillo,M,65297,9999-01-01
492538,Sury,F,53143,9999-01-01
492700,Yemenis,M,40000,9999-01-01
492555,Kropf,M,74864,9999-01-01
492710,Conta,M,40000,9999-01-01
492558,Melter,M,40000,9999-01-01
492561,Wielonsky,M,47614,9999-01-01
492562,Valiente,F,86889,9999-01-01
492564,Bellmore,M,49036,9999-01-01
492566,DasSarma,F,40000,9999-01-01
492570,Plotkin,F,56732,9999-01-01
492711,Marshall,M,71775,9999-01-01
